fir_id,crime_type,location_type,state,time_of_day,weapon_used,entry_method,target_type,suspect_age_group,prior_record,accomplice_count,evidence_recovered,digital_evidence,mo_tags,mo_text,severity_score,recidivism
FIR-01537,assault,public_transport,AP,evening,knife,none,individual,36-45,1,1,0,0,multiple_offenders|lone_wolf|physical_restraint,Multiple offenders participated. single offender acted alone. victim was physically restrained.,7,1
FIR-01538,burglary,highway,BR,midnight,blunt_object,forced_entry,individual,60+,0,0,0,0,psychological_manipulation|evidence_concealment,Victim was manipulated psychologically. suspect attempted to conceal evidence.,5,1
FIR-01539,vandalism,commercial_zone,UP,afternoon,chemical,none,government_property,36-45,0,0,0,0,insider_help|local_knowledge|psychological_manipulation,Insider assistance may have been involved. suspect demonstrated knowledge of the local area. victim was manipulated psychologically.,4,0
FIR-01540,vandalism,commercial_zone,UP,midnight,improvised_tool,none,public_space,18-25,0,0,1,0,accomplice_involved|lone_wolf,At least one accomplice was involved in the act. single offender acted alone.,2,0
FIR-01541,murder,bank_premises,BR,morning,blunt_object,none,individual,46-60,1,0,0,0,repeat_target|prior_surveillance|planned_operation,Location or victim was targeted previously. suspect conducted prior surveillance of the target. evidence of pre-planned operation.,9,1
FIR-01542,assault,industrial_area,BR,afternoon,none,none,individual,60+,1,3,1,0,prior_surveillance|multiple_offenders|physical_restraint|planned_operation|escape_vehicle_used,Suspect conducted prior surveillance of the target. multiple offenders participated. victim was physically restrained. evidence of pre-planned operation. suspect escaped using a vehicle.,7,0
FIR-01543,murder,educational_institution,WB,evening,firearm,forced_entry,individual,36-45,0,1,1,0,prior_surveillance|insider_help|evidence_concealment|local_knowledge,Suspect conducted prior surveillance of the target. insider assistance may have been involved. suspect attempted to conceal evidence. suspect demonstrated knowledge of the local area.,10,0
FIR-01544,fraud,bank_premises,AP,afternoon,firearm,forced_entry,financial_institution,46-60,0,0,0,1,physical_restraint|use_of_disguise|planned_operation,Victim was physically restrained. suspect used a disguise to conceal identity. evidence of pre-planned operation.,8,0
FIR-01545,kidnapping,public_transport,DL,morning,knife,impersonation,individual,36-45,0,0,0,0,accomplice_involved|opportunistic|planned_operation|escape_vehicle_used|local_knowledge,At least one accomplice was involved in the act. crime appears to be opportunistic in nature. evidence of pre-planned operation. suspect escaped using a vehicle. suspect demonstrated knowledge of the local area.,10,0
FIR-01546,robbery,industrial_area,AP,evening,none,social_engineering,household,36-45,0,0,1,0,opportunistic|local_knowledge,Crime appears to be opportunistic in nature. suspect demonstrated knowledge of the local area.,8,0
FIR-01547,vehicle_theft,parking_lot,TS,midnight,knife,lock_picking,vehicle,46-60,1,1,0,0,lone_wolf|prior_surveillance,Single offender acted alone. suspect conducted prior surveillance of the target.,3,0
FIR-01548,drug_offense,residential_area,PB,midnight,none,none,individual,36-45,1,1,1,0,insider_help|night_operation|planned_operation|use_of_technology,Insider assistance may have been involved. crime was executed during nighttime hours. evidence of pre-planned operation. digital tools or devices were used.,6,1
FIR-01549,murder,commercial_zone,BR,evening,knife,impersonation,individual,juvenile,0,1,1,0,accomplice_involved|psychological_manipulation,At least one accomplice was involved in the act. victim was manipulated psychologically.,9,0
FIR-01550,burglary,public_transport,TS,early_morning,blunt_object,forced_entry,household,60+,0,1,1,0,use_of_disguise|prior_surveillance,Suspect used a disguise to conceal identity. suspect conducted prior surveillance of the target.,5,0
FIR-01551,vandalism,public_transport,RJ,evening,chemical,none,public_space,46-60,1,4,1,0,physical_restraint|repeat_target|multiple_offenders|local_knowledge|use_of_disguise,Victim was physically restrained. location or victim was targeted previously. multiple offenders participated. suspect demonstrated knowledge of the local area. suspect used a disguise to conceal identity.,3,1
FIR-01552,assault,residential_area,PB,evening,none,none,individual,60+,1,1,1,0,insider_help|evidence_concealment|local_knowledge,Insider assistance may have been involved. suspect attempted to conceal evidence. suspect demonstrated knowledge of the local area.,5,0
FIR-01553,kidnapping,residential_area,GJ,midnight,chemical,social_engineering,individual,46-60,1,1,1,0,lone_wolf|repeat_target,Single offender acted alone. location or victim was targeted previously.,8,0
FIR-01554,vandalism,public_transport,MP,night,chemical,none,government_property,26-35,1,0,1,0,accomplice_involved|psychological_manipulation|opportunistic|insider_help,At least one accomplice was involved in the act. victim was manipulated psychologically. crime appears to be opportunistic in nature. insider assistance may have been involved.,3,1
FIR-01555,vehicle_theft,commercial_zone,DL,midnight,improvised_tool,tunneling,household,juvenile,0,1,1,0,escape_vehicle_used|local_knowledge,Suspect escaped using a vehicle. suspect demonstrated knowledge of the local area.,3,0
FIR-01556,kidnapping,parking_lot,DL,night,firearm,social_engineering,individual,36-45,0,1,1,0,accomplice_involved|multiple_offenders|psychological_manipulation,At least one accomplice was involved in the act. multiple offenders participated. victim was manipulated psychologically.,10,0
FIR-01557,drug_offense,parking_lot,TS,night,knife,social_engineering,public_space,36-45,0,1,1,0,psychological_manipulation|multiple_offenders,Victim was manipulated psychologically. multiple offenders participated.,6,1
FIR-01558,drug_offense,parking_lot,MP,midnight,chemical,none,public_space,60+,1,0,1,0,local_knowledge|prior_surveillance|repeat_target|use_of_disguise,Suspect demonstrated knowledge of the local area. suspect conducted prior surveillance of the target. location or victim was targeted previously. suspect used a disguise to conceal identity.,5,1
FIR-01559,drug_offense,marketplace,MP,midnight,knife,none,individual,26-35,1,1,1,0,escape_vehicle_used|local_knowledge|use_of_disguise|physical_restraint,Suspect escaped using a vehicle. suspect demonstrated knowledge of the local area. suspect used a disguise to conceal identity. victim was physically restrained.,4,1
FIR-01560,kidnapping,rural_area,KA,evening,chemical,social_engineering,individual,26-35,1,0,0,0,lone_wolf|local_knowledge|repeat_target|accomplice_involved,Single offender acted alone. suspect demonstrated knowledge of the local area. location or victim was targeted previously. at least one accomplice was involved in the act.,8,1
FIR-01561,vandalism,marketplace,TS,morning,chemical,none,commercial_establishment,26-35,0,0,0,0,use_of_technology|planned_operation|night_operation,Digital tools or devices were used. evidence of pre-planned operation. crime was executed during nighttime hours.,2,0
FIR-01562,cybercrime,rural_area,DL,night,none,cyber_access,individual,36-45,0,0,0,1,escape_vehicle_used|planned_operation,Suspect escaped using a vehicle. evidence of pre-planned operation.,5,0
FIR-01563,vehicle_theft,bank_premises,PB,early_morning,improvised_tool,cyber_access,vehicle,juvenile,1,1,1,0,night_operation|planned_operation|prior_surveillance,Crime was executed during nighttime hours. evidence of pre-planned operation. suspect conducted prior surveillance of the target.,3,1
FIR-01564,vehicle_theft,industrial_area,KA,night,improvised_tool,social_engineering,vehicle,26-35,0,1,0,0,multiple_offenders|night_operation|evidence_concealment|accomplice_involved,Multiple offenders participated. crime was executed during nighttime hours. suspect attempted to conceal evidence. at least one accomplice was involved in the act.,3,0
FIR-01565,vehicle_theft,highway,DL,night,improvised_tool,lock_picking,vehicle,36-45,1,3,0,0,escape_vehicle_used|physical_restraint|multiple_offenders|use_of_technology,Suspect escaped using a vehicle. victim was physically restrained. multiple offenders participated. digital tools or devices were used.,4,1
FIR-01566,fraud,industrial_area,MP,afternoon,none,social_engineering,individual,60+,0,4,1,1,multiple_offenders|physical_restraint|prior_surveillance|opportunistic|lone_wolf,Multiple offenders participated. victim was physically restrained. suspect conducted prior surveillance of the target. crime appears to be opportunistic in nature. single offender acted alone.,8,1
FIR-01567,assault,industrial_area,TN,evening,improvised_tool,unlocked_door,vehicle,juvenile,1,0,0,0,opportunistic|multiple_offenders|physical_restraint,Crime appears to be opportunistic in nature. multiple offenders participated. victim was physically restrained.,6,1
FIR-01568,vehicle_theft,industrial_area,BR,early_morning,none,unlocked_door,vehicle,36-45,0,0,1,0,local_knowledge|use_of_disguise|planned_operation|use_of_technology|escape_vehicle_used,Suspect demonstrated knowledge of the local area. suspect used a disguise to conceal identity. evidence of pre-planned operation. digital tools or devices were used. suspect escaped using a vehicle.,4,0
FIR-01569,assault,marketplace,TN,afternoon,blunt_object,none,individual,46-60,0,0,1,0,use_of_disguise|escape_vehicle_used|prior_surveillance|planned_operation|evidence_concealment,Suspect used a disguise to conceal identity. suspect escaped using a vehicle. suspect conducted prior surveillance of the target. evidence of pre-planned operation. suspect attempted to conceal evidence.,5,0
FIR-01570,fraud,industrial_area,WB,midnight,none,cyber_access,financial_institution,36-45,0,1,1,1,accomplice_involved|repeat_target,At least one accomplice was involved in the act. location or victim was targeted previously.,7,1
FIR-01571,vehicle_theft,marketplace,KA,night,blunt_object,none,vehicle,juvenile,0,1,1,0,accomplice_involved|local_knowledge|escape_vehicle_used|use_of_disguise,At least one accomplice was involved in the act. suspect demonstrated knowledge of the local area. suspect escaped using a vehicle. suspect used a disguise to conceal identity.,4,1
FIR-01572,drug_offense,commercial_zone,RJ,early_morning,improvised_tool,none,public_space,juvenile,0,1,1,0,escape_vehicle_used|local_knowledge,Suspect escaped using a vehicle. suspect demonstrated knowledge of the local area.,6,1
FIR-01573,murder,bank_premises,BR,midnight,knife,tunneling,individual,60+,0,0,0,0,evidence_concealment|escape_vehicle_used|night_operation|multiple_offenders|use_of_disguise,Suspect attempted to conceal evidence. suspect escaped using a vehicle. crime was executed during nighttime hours. multiple offenders participated. suspect used a disguise to conceal identity.,10,0
FIR-01574,cybercrime,highway,TN,afternoon,improvised_tool,cyber_access,individual,18-25,0,1,1,1,psychological_manipulation|physical_restraint|multiple_offenders|lone_wolf,Victim was manipulated psychologically. victim was physically restrained. multiple offenders participated. single offender acted alone.,5,0
FIR-01575,cybercrime,residential_area,PB,afternoon,none,cyber_access,individual,18-25,0,1,0,1,night_operation|evidence_concealment,Crime was executed during nighttime hours. suspect attempted to conceal evidence.,6,0
FIR-01576,kidnapping,residential_area,TS,morning,firearm,social_engineering,individual,46-60,1,2,0,0,escape_vehicle_used|multiple_offenders,Suspect escaped using a vehicle. multiple offenders participated.,9,1
FIR-01577,fraud,highway,AP,morning,none,impersonation,commercial_establishment,26-35,1,1,1,1,lone_wolf|escape_vehicle_used|physical_restraint|psychological_manipulation,Single offender acted alone. suspect escaped using a vehicle. victim was physically restrained. victim was manipulated psychologically.,7,0
FIR-01578,vandalism,highway,AP,midnight,vehicle,forced_entry,financial_institution,18-25,0,1,0,0,lone_wolf|accomplice_involved,Single offender acted alone. at least one accomplice was involved in the act.,3,1
FIR-01579,drug_offense,marketplace,HR,midnight,knife,tunneling,individual,60+,0,0,0,0,use_of_disguise|planned_operation|psychological_manipulation,Suspect used a disguise to conceal identity. evidence of pre-planned operation. victim was manipulated psychologically.,4,1
FIR-01580,cybercrime,industrial_area,TS,afternoon,none,cyber_access,individual,36-45,1,0,1,1,lone_wolf|night_operation|prior_surveillance|use_of_technology,Single offender acted alone. crime was executed during nighttime hours. suspect conducted prior surveillance of the target. digital tools or devices were used.,6,0
FIR-01581,burglary,educational_institution,KL,midnight,none,forced_entry,government_property,juvenile,0,4,1,0,multiple_offenders|night_operation|repeat_target,Multiple offenders participated. crime was executed during nighttime hours. location or victim was targeted previously.,5,0
FIR-01582,robbery,parking_lot,AP,evening,blunt_object,none,financial_institution,26-35,0,1,0,0,physical_restraint|lone_wolf,Victim was physically restrained. single offender acted alone.,9,0
FIR-01583,assault,commercial_zone,HR,midnight,knife,none,individual,18-25,1,0,0,0,use_of_technology|local_knowledge|evidence_concealment,Digital tools or devices were used. suspect demonstrated knowledge of the local area. suspect attempted to conceal evidence.,6,0
FIR-01584,vehicle_theft,industrial_area,TN,early_morning,rope,lock_picking,vehicle,36-45,1,0,0,0,night_operation|local_knowledge|accomplice_involved,Crime was executed during nighttime hours. suspect demonstrated knowledge of the local area. at least one accomplice was involved in the act.,3,1
FIR-01585,drug_offense,parking_lot,AP,night,knife,none,individual,46-60,1,0,0,0,local_knowledge|psychological_manipulation,Suspect demonstrated knowledge of the local area. victim was manipulated psychologically.,5,1
FIR-01586,robbery,rural_area,MP,early_morning,knife,none,individual,36-45,0,1,1,0,night_operation|insider_help|use_of_disguise,Crime was executed during nighttime hours. insider assistance may have been involved. suspect used a disguise to conceal identity.,8,1
FIR-01587,burglary,bank_premises,DL,midnight,firearm,lock_picking,household,46-60,0,0,0,0,physical_restraint|prior_surveillance|opportunistic|lone_wolf|accomplice_involved,Victim was physically restrained. suspect conducted prior surveillance of the target. crime appears to be opportunistic in nature. single offender acted alone. at least one accomplice was involved in the act.,5,1
FIR-01588,vehicle_theft,highway,MH,midnight,improvised_tool,unlocked_door,vehicle,26-35,0,1,0,0,lone_wolf|opportunistic|local_knowledge|escape_vehicle_used|use_of_disguise,Single offender acted alone. crime appears to be opportunistic in nature. suspect demonstrated knowledge of the local area. suspect escaped using a vehicle. suspect used a disguise to conceal identity.,5,1
FIR-01589,vehicle_theft,bank_premises,DL,midnight,none,none,public_space,60+,1,0,0,0,psychological_manipulation|local_knowledge,Victim was manipulated psychologically. suspect demonstrated knowledge of the local area.,4,0
FIR-01590,vandalism,parking_lot,RJ,night,knife,none,commercial_establishment,26-35,0,0,1,0,local_knowledge|psychological_manipulation|physical_restraint|night_operation|escape_vehicle_used,Suspect demonstrated knowledge of the local area. victim was manipulated psychologically. victim was physically restrained. crime was executed during nighttime hours. suspect escaped using a vehicle.,2,1
FIR-01591,burglary,marketplace,KA,night,none,tunneling,multiple,juvenile,0,1,1,0,planned_operation|night_operation|use_of_disguise|lone_wolf|repeat_target,Evidence of pre-planned operation. crime was executed during nighttime hours. suspect used a disguise to conceal identity. single offender acted alone. location or victim was targeted previously.,5,1
FIR-01592,drug_offense,parking_lot,MH,afternoon,none,none,public_space,60+,0,2,1,0,opportunistic|use_of_disguise|use_of_technology|evidence_concealment|multiple_offenders,Crime appears to be opportunistic in nature. suspect used a disguise to conceal identity. digital tools or devices were used. suspect attempted to conceal evidence. multiple offenders participated.,4,0
FIR-01593,cybercrime,educational_institution,PB,morning,rope,cyber_access,financial_institution,46-60,1,4,1,1,multiple_offenders|insider_help|use_of_technology,Multiple offenders participated. insider assistance may have been involved. digital tools or devices were used.,4,0
FIR-01594,vehicle_theft,educational_institution,TN,early_morning,none,none,vehicle,60+,1,1,1,0,escape_vehicle_used|use_of_technology|repeat_target|planned_operation|local_knowledge,Suspect escaped using a vehicle. digital tools or devices were used. location or victim was targeted previously. evidence of pre-planned operation. suspect demonstrated knowledge of the local area.,4,0
FIR-01595,cybercrime,rural_area,BR,morning,none,cyber_access,financial_institution,26-35,1,0,0,1,evidence_concealment|planned_operation|prior_surveillance|accomplice_involved|repeat_target,Suspect attempted to conceal evidence. evidence of pre-planned operation. suspect conducted prior surveillance of the target. at least one accomplice was involved in the act. location or victim was targeted previously.,5,1
FIR-01596,robbery,public_transport,RJ,afternoon,knife,none,financial_institution,60+,0,2,1,0,multiple_offenders|use_of_technology,Multiple offenders participated. digital tools or devices were used.,7,1
FIR-01597,burglary,rural_area,GJ,evening,blunt_object,window_break,individual,26-35,0,0,1,0,local_knowledge|opportunistic|repeat_target|use_of_disguise,Suspect demonstrated knowledge of the local area. crime appears to be opportunistic in nature. location or victim was targeted previously. suspect used a disguise to conceal identity.,7,0
FIR-01598,drug_offense,rural_area,GJ,morning,knife,none,public_space,26-35,0,0,0,0,multiple_offenders|local_knowledge|planned_operation|prior_surveillance,Multiple offenders participated. suspect demonstrated knowledge of the local area. evidence of pre-planned operation. suspect conducted prior surveillance of the target.,4,1
FIR-01599,vandalism,highway,WB,midnight,blunt_object,social_engineering,infrastructure,46-60,0,1,1,0,night_operation|psychological_manipulation|multiple_offenders,Crime was executed during nighttime hours. victim was manipulated psychologically. multiple offenders participated.,3,0
FIR-01600,drug_offense,residential_area,TN,midnight,vehicle,none,public_space,46-60,1,0,0,0,multiple_offenders|psychological_manipulation,Multiple offenders participated. victim was manipulated psychologically.,5,0
FIR-01601,robbery,public_transport,WB,evening,blunt_object,forced_entry,financial_institution,60+,0,1,1,0,prior_surveillance|escape_vehicle_used,Suspect conducted prior surveillance of the target. suspect escaped using a vehicle.,8,1
FIR-01602,robbery,parking_lot,KA,night,blunt_object,social_engineering,digital_asset,26-35,1,3,0,0,evidence_concealment|multiple_offenders,Suspect attempted to conceal evidence. multiple offenders participated.,8,0
FIR-01603,murder,marketplace,KA,evening,blunt_object,none,household,18-25,1,1,0,0,psychological_manipulation|physical_restraint|use_of_disguise|night_operation,Victim was manipulated psychologically. victim was physically restrained. suspect used a disguise to conceal identity. crime was executed during nighttime hours.,9,1
FIR-01604,drug_offense,residential_area,MP,night,knife,none,public_space,36-45,0,1,1,0,repeat_target|psychological_manipulation,Location or victim was targeted previously. victim was manipulated psychologically.,5,0
FIR-01605,kidnapping,commercial_zone,BR,midnight,none,forced_entry,individual,60+,0,0,0,0,insider_help|opportunistic|escape_vehicle_used,Insider assistance may have been involved. crime appears to be opportunistic in nature. suspect escaped using a vehicle.,8,0
FIR-01606,murder,public_transport,BR,evening,improvised_tool,tunneling,individual,juvenile,1,0,0,0,local_knowledge|repeat_target|psychological_manipulation|insider_help,Suspect demonstrated knowledge of the local area. location or victim was targeted previously. victim was manipulated psychologically. insider assistance may have been involved.,10,0
FIR-01607,fraud,parking_lot,DL,morning,improvised_tool,lock_picking,infrastructure,26-35,0,1,0,1,evidence_concealment|escape_vehicle_used,Suspect attempted to conceal evidence. suspect escaped using a vehicle.,6,0
FIR-01608,robbery,bank_premises,MH,midnight,firearm,social_engineering,multiple,18-25,0,0,1,0,escape_vehicle_used|local_knowledge|repeat_target|use_of_disguise|evidence_concealment,Suspect escaped using a vehicle. suspect demonstrated knowledge of the local area. location or victim was targeted previously. suspect used a disguise to conceal identity. suspect attempted to conceal evidence.,8,0
FIR-01609,assault,residential_area,MP,afternoon,none,none,individual,36-45,0,0,0,0,repeat_target|opportunistic,Location or victim was targeted previously. crime appears to be opportunistic in nature.,6,1
FIR-01610,robbery,marketplace,AP,midnight,knife,forced_entry,digital_asset,46-60,1,0,0,0,local_knowledge|planned_operation|escape_vehicle_used|prior_surveillance|use_of_disguise,Suspect demonstrated knowledge of the local area. evidence of pre-planned operation. suspect escaped using a vehicle. suspect conducted prior surveillance of the target. suspect used a disguise to conceal identity.,8,1
FIR-01611,vandalism,residential_area,TN,midnight,chemical,none,government_property,juvenile,0,3,0,0,prior_surveillance|multiple_offenders|local_knowledge|escape_vehicle_used|physical_restraint,Suspect conducted prior surveillance of the target. multiple offenders participated. suspect demonstrated knowledge of the local area. suspect escaped using a vehicle. victim was physically restrained.,2,0
FIR-01612,vehicle_theft,public_transport,MH,night,rope,unlocked_door,multiple,18-25,0,0,1,0,insider_help|repeat_target,Insider assistance may have been involved. location or victim was targeted previously.,5,1
FIR-01613,murder,residential_area,HR,night,blunt_object,forced_entry,individual,36-45,1,1,1,0,psychological_manipulation|planned_operation|opportunistic|insider_help,Victim was manipulated psychologically. evidence of pre-planned operation. crime appears to be opportunistic in nature. insider assistance may have been involved.,10,1
FIR-01614,cybercrime,rural_area,PB,evening,none,cyber_access,individual,juvenile,0,0,0,1,planned_operation|repeat_target,Evidence of pre-planned operation. location or victim was targeted previously.,4,1
FIR-01615,assault,educational_institution,UP,evening,blunt_object,none,digital_asset,26-35,0,0,1,0,lone_wolf|night_operation|evidence_concealment|prior_surveillance,Single offender acted alone. crime was executed during nighttime hours. suspect attempted to conceal evidence. suspect conducted prior surveillance of the target.,7,0
FIR-01616,cybercrime,industrial_area,WB,early_morning,none,none,digital_asset,26-35,1,0,0,1,escape_vehicle_used|accomplice_involved|use_of_disguise|opportunistic|evidence_concealment,Suspect escaped using a vehicle. at least one accomplice was involved in the act. suspect used a disguise to conceal identity. crime appears to be opportunistic in nature. suspect attempted to conceal evidence.,5,0
FIR-01617,fraud,highway,TN,morning,none,impersonation,commercial_establishment,18-25,0,0,1,1,repeat_target|use_of_technology|opportunistic,Location or victim was targeted previously. digital tools or devices were used. crime appears to be opportunistic in nature.,6,0
FIR-01618,assault,public_transport,KL,morning,none,none,individual,18-25,0,0,0,0,prior_surveillance|use_of_technology,Suspect conducted prior surveillance of the target. digital tools or devices were used.,6,0
FIR-01619,cybercrime,commercial_zone,TS,early_morning,none,cyber_access,digital_asset,60+,0,0,1,1,use_of_technology|opportunistic|planned_operation,Digital tools or devices were used. crime appears to be opportunistic in nature. evidence of pre-planned operation.,4,0
FIR-01620,murder,commercial_zone,RJ,midnight,firearm,window_break,individual,36-45,0,2,1,0,prior_surveillance|lone_wolf|psychological_manipulation|multiple_offenders|planned_operation,Suspect conducted prior surveillance of the target. single offender acted alone. victim was manipulated psychologically. multiple offenders participated. evidence of pre-planned operation.,10,0
FIR-01621,cybercrime,industrial_area,KA,midnight,none,cyber_access,individual,36-45,1,4,1,1,repeat_target|psychological_manipulation|multiple_offenders,Location or victim was targeted previously. victim was manipulated psychologically. multiple offenders participated.,6,1
FIR-01622,drug_offense,public_transport,WB,early_morning,none,none,individual,46-60,0,0,0,0,planned_operation|psychological_manipulation|night_operation|accomplice_involved|escape_vehicle_used,Evidence of pre-planned operation. victim was manipulated psychologically. crime was executed during nighttime hours. at least one accomplice was involved in the act. suspect escaped using a vehicle.,4,1
FIR-01623,vandalism,highway,RJ,midnight,knife,tunneling,government_property,36-45,0,1,1,0,accomplice_involved|planned_operation|psychological_manipulation|insider_help|night_operation,At least one accomplice was involved in the act. evidence of pre-planned operation. victim was manipulated psychologically. insider assistance may have been involved. crime was executed during nighttime hours.,3,0
FIR-01624,robbery,residential_area,MP,night,blunt_object,social_engineering,individual,18-25,1,2,1,0,repeat_target|multiple_offenders|insider_help|planned_operation,Location or victim was targeted previously. multiple offenders participated. insider assistance may have been involved. evidence of pre-planned operation.,7,1
FIR-01625,vandalism,public_transport,AP,morning,chemical,cyber_access,public_space,46-60,1,1,1,0,physical_restraint|prior_surveillance|night_operation|use_of_technology,Victim was physically restrained. suspect conducted prior surveillance of the target. crime was executed during nighttime hours. digital tools or devices were used.,3,1
FIR-01626,fraud,industrial_area,PB,afternoon,none,impersonation,individual,60+,1,0,1,1,lone_wolf|night_operation|planned_operation,Single offender acted alone. crime was executed during nighttime hours. evidence of pre-planned operation.,6,0
FIR-01627,kidnapping,educational_institution,TN,afternoon,chemical,none,individual,46-60,0,4,0,0,multiple_offenders|psychological_manipulation,Multiple offenders participated. victim was manipulated psychologically.,8,0
FIR-01628,burglary,industrial_area,KA,midnight,none,lock_picking,financial_institution,36-45,1,1,0,0,planned_operation|psychological_manipulation|insider_help|use_of_technology|opportunistic,Evidence of pre-planned operation. victim was manipulated psychologically. insider assistance may have been involved. digital tools or devices were used. crime appears to be opportunistic in nature.,7,1
FIR-01629,murder,highway,BR,early_morning,blunt_object,roof_access,individual,26-35,0,1,1,0,night_operation|prior_surveillance|repeat_target|opportunistic,Crime was executed during nighttime hours. suspect conducted prior surveillance of the target. location or victim was targeted previously. crime appears to be opportunistic in nature.,9,0
FIR-01630,kidnapping,rural_area,MP,afternoon,none,social_engineering,individual,18-25,0,0,1,0,psychological_manipulation|planned_operation,Victim was manipulated psychologically. evidence of pre-planned operation.,8,0
FIR-01631,drug_offense,public_transport,GJ,afternoon,none,cyber_access,government_property,26-35,1,1,0,0,psychological_manipulation|physical_restraint|night_operation|use_of_technology|prior_surveillance,Victim was manipulated psychologically. victim was physically restrained. crime was executed during nighttime hours. digital tools or devices were used. suspect conducted prior surveillance of the target.,6,1
FIR-01632,assault,educational_institution,KA,afternoon,rope,roof_access,individual,18-25,0,0,0,0,escape_vehicle_used|repeat_target|use_of_technology,Suspect escaped using a vehicle. location or victim was targeted previously. digital tools or devices were used.,6,1
FIR-01633,assault,bank_premises,MH,midnight,none,none,individual,46-60,1,4,0,0,multiple_offenders|physical_restraint|repeat_target|planned_operation,Multiple offenders participated. victim was physically restrained. location or victim was targeted previously. evidence of pre-planned operation.,6,1
FIR-01634,vehicle_theft,highway,UP,midnight,none,unlocked_door,vehicle,juvenile,1,1,1,0,accomplice_involved|local_knowledge|night_operation|escape_vehicle_used,At least one accomplice was involved in the act. suspect demonstrated knowledge of the local area. crime was executed during nighttime hours. suspect escaped using a vehicle.,5,1
FIR-01635,fraud,commercial_zone,MP,afternoon,none,lock_picking,commercial_establishment,26-35,0,1,0,1,planned_operation|opportunistic|use_of_disguise,Evidence of pre-planned operation. crime appears to be opportunistic in nature. suspect used a disguise to conceal identity.,7,0
FIR-01636,robbery,marketplace,HR,night,knife,none,financial_institution,18-25,0,1,1,0,prior_surveillance|accomplice_involved,Suspect conducted prior surveillance of the target. at least one accomplice was involved in the act.,8,1
FIR-01637,robbery,parking_lot,AP,early_morning,blunt_object,unlocked_door,household,26-35,0,1,0,0,planned_operation|lone_wolf,Evidence of pre-planned operation. single offender acted alone.,9,1
FIR-01638,fraud,commercial_zone,RJ,morning,none,social_engineering,commercial_establishment,46-60,0,1,0,1,use_of_disguise|insider_help|prior_surveillance|use_of_technology|multiple_offenders,Suspect used a disguise to conceal identity. insider assistance may have been involved. suspect conducted prior surveillance of the target. digital tools or devices were used. multiple offenders participated.,8,0
FIR-01639,assault,commercial_zone,AP,night,none,tunneling,individual,18-25,1,0,0,0,use_of_disguise|local_knowledge|night_operation,Suspect used a disguise to conceal identity. suspect demonstrated knowledge of the local area. crime was executed during nighttime hours.,6,1
FIR-01640,burglary,marketplace,GJ,midnight,none,forced_entry,household,36-45,0,1,1,0,local_knowledge|use_of_disguise|escape_vehicle_used|insider_help,Suspect demonstrated knowledge of the local area. suspect used a disguise to conceal identity. suspect escaped using a vehicle. insider assistance may have been involved.,5,1
FIR-01641,robbery,parking_lot,DL,night,none,social_engineering,digital_asset,26-35,1,0,0,0,use_of_disguise|evidence_concealment|accomplice_involved|multiple_offenders|use_of_technology,Suspect used a disguise to conceal identity. suspect attempted to conceal evidence. at least one accomplice was involved in the act. multiple offenders participated. digital tools or devices were used.,9,1
FIR-01642,robbery,public_transport,UP,night,none,none,financial_institution,juvenile,1,1,1,0,repeat_target|prior_surveillance|planned_operation|local_knowledge|use_of_disguise,Location or victim was targeted previously. suspect conducted prior surveillance of the target. evidence of pre-planned operation. suspect demonstrated knowledge of the local area. suspect used a disguise to conceal identity.,8,1
FIR-01643,drug_offense,parking_lot,PB,early_morning,none,lock_picking,household,36-45,0,0,0,0,escape_vehicle_used|prior_surveillance|opportunistic|use_of_disguise,Suspect escaped using a vehicle. suspect conducted prior surveillance of the target. crime appears to be opportunistic in nature. suspect used a disguise to conceal identity.,4,1
FIR-01644,kidnapping,educational_institution,HR,morning,none,social_engineering,government_property,60+,0,1,0,0,use_of_disguise|escape_vehicle_used,Suspect used a disguise to conceal identity. suspect escaped using a vehicle.,8,0
FIR-01645,drug_offense,residential_area,TS,afternoon,knife,none,public_space,46-60,0,2,1,0,accomplice_involved|planned_operation|multiple_offenders|use_of_disguise,At least one accomplice was involved in the act. evidence of pre-planned operation. multiple offenders participated. suspect used a disguise to conceal identity.,5,0
FIR-01646,kidnapping,parking_lot,DL,evening,firearm,social_engineering,individual,26-35,1,1,1,0,physical_restraint|evidence_concealment,Victim was physically restrained. suspect attempted to conceal evidence.,10,1
FIR-01647,assault,public_transport,DL,evening,knife,none,individual,juvenile,1,1,1,0,evidence_concealment|use_of_disguise|use_of_technology|psychological_manipulation,Suspect attempted to conceal evidence. suspect used a disguise to conceal identity. digital tools or devices were used. victim was manipulated psychologically.,6,1
FIR-01648,drug_offense,commercial_zone,RJ,night,knife,none,household,36-45,1,2,1,0,multiple_offenders|prior_surveillance|local_knowledge|night_operation|repeat_target,Multiple offenders participated. suspect conducted prior surveillance of the target. suspect demonstrated knowledge of the local area. crime was executed during nighttime hours. location or victim was targeted previously.,4,1
FIR-01649,drug_offense,highway,PB,early_morning,none,impersonation,public_space,18-25,0,0,0,0,physical_restraint|prior_surveillance|use_of_disguise|accomplice_involved|opportunistic,Victim was physically restrained. suspect conducted prior surveillance of the target. suspect used a disguise to conceal identity. at least one accomplice was involved in the act. crime appears to be opportunistic in nature.,5,0
